,Unnamed: 0,title,view,like,unlike,date,token
0,0,ENG SUB 우울한 나를 위로하는 방법에 대한 고민 여러분들은 어떤가요빙고트립 EP5Bingo Trip위너WINNER,30374.0,3000.0,8.0,20시간 전 최초 공개,"['우울', '방법', '위로', '고민', '빙고', '가요', '트립']"
1,1,이제 노래까지 노부부케미 폭발하는 다비치의 나의 오랜연인에게를 8D라이브로 8D Audio 라이브/이어폰서트 4K,28651.0,1000.0,2.0,2019. 12. 6.,"['나의', '연인', '이어폰', '부케', '라이브', '노부', '다비', '폭발', '노래']"
2,2,비하인드/EVENT 세정SEJEONG X 딩고 촬영 현장 폴라로이드 | 딩고가 만난 김클린 | 터널Tunnel | dingomusic,11256.0,913.0,0.0,2019. 12. 6.,"['터널', '촬영', '세정', '하인드', '현장', '폴라로', '클린', '이드']"
3,3,저세상 텐션으로 대환장파티 열고 간 아스트로  ASTRO - BLUE FLAME |ROLLER COASTER DANCE,106538.0,10000.0,25.0,2019. 12. 6.,"['열고', '저세상', '텐션', '환장', '파티', '스트로']"
4,4,ENG SUB 괜찮아 너 잘 하고 있어 | 세정SEJEONG - 터널 | TUNNEL | 4K | VISUAL FILM dingotunes | dingomusic,79773.0,7000.0,18.0,2019. 12. 6.,"['세정', '터널']"
5,5,첫 눈 연금 들러 온 발라드 세손-정승환☃️십이월 이십오일의 고백My christmas wish8D Audio 라이브/이어폰서트 4K,54921.0,3000.0,11.0,2019. 12. 6.,"['고백', '라이브', '발라드', '십이월', '이십오', '연금', '세손', '정승', '이어폰', '일의']"
6,6,ENG SUB 재생버튼 누르는 순간 계속 빵빵 터지는 역대급 빅톤의 고요속의 외침 영상ㅋㅋㅋ | 빅톤 의리게임 | EP4 | 딩고뮤직 | Dingo Music | VICTON,87865.0,7000.0,15.0,2019. 12. 5.,"['재생', '영상', '뮤직', '게임', '의리', '순간', '버튼', '외침', '고요', '역대']"
7,7,지치고 힘든 날 듣기 좋은 세정의 위로곡 BEST5 | 한숨 하루의 끝 꽃길 터널 U R | 4K | dingomusic,187481.0,10000.0,40.0,2019. 12. 4.,"['터널', '한숨', '세정', '위로', '하루']"
8,8,ENG SUB 꽉 막힌 하루 끝에서 널 기다릴게 | 세정SEJEONG - 터널 | SERO LIVE | 4K | Tunnel | dingomusic,533103.0,30000.0,140.0,2019. 12. 2.,"['세정', '터널', '하루']"
9,9,ENG SUB 세정 SEJEONG ‘터널 Tunnel’ Lyric Video Teaser리릭비디오 티저딩고뮤직Dingo Music,36567.0,3000.0,5.0,2019. 12. 1.,"['비디오', '세정', '터널', '뮤직']"
10,10,설현이 춤추다가 빵 터진 이유는에이오에이 - AOA 날 보러와요음향사고딩고뮤직dingomusic,352563.0,8000.0,77.0,2019. 11. 30.,"['음향', '뮤직', '사고', '이유', '에이', '와요']"
11,11,ENG SUB 꽃길 이후 3년만에 솔로곡 발표하는 김세정 | 세정SEJEONG - 터널 | Tunnel | TEASER | dingomusic,83982.0,4000.0,19.0,2019. 11. 30.,"['터널', '발표', '세정', '솔로', '이후']"
12,12,ENG SUB SOSO하게 백일장 할랬더니 아무말페스티벌 열려버린 위너빙고트립 EP4Bingo Trip위너WINNER,53174.0,5000.0,15.0,최초 공개: 2019. 11. 29.,"['백일장', '아무말', '빙고', '트립', '페스티벌']"
13,13,ENG SUB 데뷔 후 처음으로 손절 직전까지 치열하게 싸운 그들  | 빅톤 의리게임 | EP3 | 딩고뮤직 | Dingo Music | VICTON,94297.0,7000.0,17.0,2019. 11. 29.,"['처음', '뮤직', '게임', '치열', '의리', '데뷔', '직전']"
14,14,AOA - 날 보러 와요 Come See Me | Performance video 4K | MOVE REC | DINGO MUSIC,330404.0,20000.0,160.0,2019. 11. 28.,[]
15,15,ENG SUB 위로가 필요한 당신에게 전하는 세정의 따뜻한 한마디 자기전에  | 세정SEJEONG | 터널 | DINGO MUSIC,47886.0,3000.0,12.0,2019. 11. 28.,"['필요', '터널', '자기', '세정', '위로', '한마디']"
16,16,노을 Noel - 늦은 밤 너의 집 앞 골목길에서 Late Night세로라이브딩고뮤직Dingo Music,174891.0,2000.0,72.0,2019. 11. 26.,"['라이브', '뮤직', '골목길', '세로', '노을']"
17,17,유빈 Yubin - 무성영화 Feat윤미래세로라이브딩고뮤직Dingo Music,32207.0,1000.0,20.0,2019. 11. 24.,"['성영', '라이브', '뮤직', '미래세']"
18,18,이슬라이브  자이언티 - 5월의 밤 May | 낮술 한 잔 땡기고 듣는 꺼내먹어요 + 신곡 | Tipsy Live | 딩고뮤직,150920.0,1000.0,32.0,2019. 11. 23.,"['이언', '이슬', '라이브', '뮤직', '신곡']"
19,19,ENG SUB 위너가 잠든 후에  여기 자면서도 미모 열일하는 꽃도령 있음 빙고트립 EP3Bingo Trip위너WINNER,100724.0,7000.0,21.0,최초 공개: 2019. 11. 22.,"['도령', '열일', '빙고', '트립', '있음', '미모']"
20,20,4K 아스트로 ASTRO - BLUE FLAME | Performance video | MOVE REC,325282.0,30000.0,66.0,2019. 11. 21.,['스트로']
21,21,ENG SUB 데뷔 후 역대급 모습으로 휴게소에 나타난 아이돌 | 빅톤 의리게임 | EP2 | 딩고뮤직 | Dingo Music | VICTON,115051.0,8000.0,11.0,2019. 11. 21.,"['뮤직', '게임', '의리', '모습', '데뷔', '휴게', '역대', '아이']"
22,22,Crush - 그냥 Just크러쉬DF CAMDingo Music딩고뮤직,75041.0,3000.0,13.0,2019. 11. 20.,['뮤직']
23,23,에이틴 주하가 본업 중에 멍 때린 이유는골든차일드 Golden Child - WANNA BE음향사고딩고뮤직dingomusic,104459.0,7000.0,13.0,2019. 11. 20.,"['음향', '골든', '뮤직', '주하', '본업', '사고', '차일드', '이유', '에이']"
24,24,4K 우주소녀 WJSN - 이루리 As You Wish  | choreography | MOVE REC,204584.0,10000.0,82.0,2019. 11. 20.,"['소녀', '이루', '우주']"
25,25,막내가 33살이라는 어느 걸그룹매력 터져버리는 브아걸 | Zip터뷰 |,249258.0,5000.0,37.0,2019. 11. 16.,"['막내', '그룹', '매력']"
26,26,ENG SUB 힐링잔치 열어줬더니 웃음참기 챌린지를 하는 아이돌이 있다빙고트립 EP2Bingo Trip위너WINNER,136500.0,10000.0,33.0,최초 공개: 2019. 11. 15.,"['웃음', '힐링', '빙고', '트립', '돌이', '잔치', '챌린지', '아이']"
27,27,ENG SUB 오랜만에 딩고 와서 멤버들의 모든 비밀 탈탈 털고 간 아이돌 | 빅톤 의리게임 | EP1 | 딩고뮤직 | Dingo Music,208371.0,10000.0,31.0,2019. 11. 14.,"['멤버', '오랜만', '뮤직', '비밀', '게임', '의리', '아이']"
28,28,Crush - 나빠 NAPPA크러쉬DF CAMDingo Music딩고뮤직,111944.0,6000.0,19.0,2019. 11. 12.,['뮤직']
29,29,딩고가 나라를 세우면 생기는 일 feat1위 가수 빅톤 | VICTON | 의리게임 시즌2 | 딩고뮤직 | Dingo Music,55675.0,5000.0,10.0,2019. 11. 12.,"['가수', '나라', '뮤직', '게임', '시즌', '의리']"
30,30,밴디트BVNDIT - Dumb | Performance Video 5K | MOVE REC,58705.0,5000.0,24.0,2019. 11. 11.,[]
31,31,지코ZICO - 남겨짐에 대해 Feat 다운세로라이브딩고뮤직Dingo Music,124692.0,6000.0,44.0,2019. 11. 10.,"['세로', '라이브', '다운', '뮤직']"
32,32,1년 6개월만에 컴백하는 빅톤의 이야기  | VICTON | 딩고뮤직 | Dingo Music,110288.0,9000.0,28.0,2019. 11. 9.,"['이야기', '뮤직', '컴백']"
33,33,ENG SUB 우린 이제 딩고가 무서워요 힐링에 미쳐버린 딩고가 위너에게 무슨 짓을빙고트립 EP1Bingo Trip위너WINNER,171498.0,10000.0,30.0,최초 공개: 2019. 11. 8.,"['빙고', '이제', '트립', '힐링']"
34,34,ENG SUB데뷔 6년차 그룹 '위너WINNER'의 이야기 | 위너 | WINNER | 빙고트립 | TEASER,60795.0,6000.0,19.0,2019. 11. 8.,"['그룹', '이야기', '빙고', '데뷔', '트립']"
35,35,5K 현아HyunA - FLOWER SHOWER  | choreography |  MOVE REC,512709.0,30000.0,198.0,2019. 11. 7.,[]
36,36,5K 던DAWN - Money  | choreography | MOVE REC,329497.0,20000.0,144.0,2019. 11. 6.,[]
37,37,⭐️천상계 비주얼⭐️아련미 폭발하는 빅톤-그리운 밤5K | nostalsic night | VICTON | choreography | MOVE REC,170641.0,10000.0,23.0,2019. 11. 5.,"['천상계', '비주얼', '폭발']"
38,38,딩고도 빅톤이 보고싶은 그리운 밤 | VICTON |,17448.0,1000.0,4.0,2019. 11. 4.,[]
39,39,Jeremy Zucker제레미주커 - comethru | 세로라이브 | 딩고뮤직 | Dingo Music,201563.0,10000.0,20.0,2019. 11. 3.,"['세로', '미주', '라이브', '뮤직']"
40,40,딩고는 이제 내기를 안한다고요 아시겠어요 | 위너 | WINNER | 빙고트립 | TEASER,42349.0,3000.0,8.0,2019. 11. 1.,"['내기', '빙고', '트립']"
41,41,회식라이브 정키랑 녹음한 썰 풀다가 욱한 양다일 양다일 빈센트블루 - 오늘이 지나면 | Tipsy Live | 딩고뮤직,34842.0,786.0,8.0,2019. 10. 30.,"['녹음', '센트', '블루', '다일', '라이브', '뮤직', '오늘', '회식']"
42,42,양다일 노래 부르는데 본인 등판해서 같이 부름 ㄷㄷㄷ | 빈센트블루Vincent Blue | 오늘이 지나면 | 버스킹 어택 | 딩고뮤직 | dingomusic,32800.0,613.0,12.0,2019. 10. 28.,"['본인', '블루', '센트', '버스', '어택', '다일', '뮤직', '등판', '오늘', '노래', '부름']"
43,43,8D Audio 라이브/이어폰서트 양다일 빈센트블루Vincent Blue - 오늘이 지나면 4K | Earphonecert | dingomusic,176420.0,2000.0,50.0,2019. 10. 27.,"['블루', '센트', '다일', '라이브', '오늘', '이어폰']"
44,44,4K 신곡 최초공개 @STAGE with 브라운아이드걸스｜브아걸｜클렌징크림 다가와서 LOVE sign abracadabra Sixth sense원더우먼｜딩고뮤직,1233910.0,40000.0,183.0,2019. 10. 26.,"['최초', '크림', '뮤직', '브라운', '클렌징', '신곡', '공개', '이드', '우먼']"
45,45,양다일 앞에서 서울예대 합격곡 Brown Sugar 부른 빈센트블루Vincent Blue | 아소토유니온또라이김건모서울의달이문세 | 레전드 입시곡 | dingomusic,98884.0,2000.0,15.0,2019. 10. 26.,"['블루', '센트', '다일', '합격', '입시', '건모', '달이', '아소', '문세', '또라이', '유니온', '예대', '서울']"
46,46,⭐최초 선공개⭐ 가인 - 사랑밖엔 난 몰라브라운 아이드 걸스브아걸세로라이브딩고뮤직Dingo Music,214639.0,6000.0,41.0,2019. 10. 25.,"['최초', '라이브', '뮤직', '브라운', '사랑', '공개', '세로', '이드', '가인']"
47,47,서울예대 실용음악과 합격곡으로 현장 찢은 양다일Brian Mcknight-Father 박효신-연인처음 느낌 그대로사랑이 다른 사랑으로 잊혀지네넬-마음을 잃다레전드 입시곡,616878.0,8000.0,137.0,2019. 10. 25.,"['실용', '음악', '연인', '다일', '합격', '처음', '입시', '마음', '현장', '느낌', '사랑', '지네', '예대', '서울']"
48,48,4K 위너의 미니콘서트｜@STAGE with WINNER위너｜MILLIONS AH YEAH 아예 OMG SOSO｜딩고뮤직｜Dingo Music,524706.0,40000.0,146.0,2019. 10. 24.,"['미니', '뮤직', '콘서트']"
49,49,레전드 입시곡 부르러 서울예대 실음과 찾아간 양다일 빈센트블루Vincent Blue | TEASER | dingomusic,34570.0,416.0,8.0,2019. 10. 24.,"['블루', '센트', '다일', '입시', '실음', '예대', '서울']"
50,50,노래 듣자마자 양다일이 바로 연락했다는 천재 싱어송라이터 | Vincent Blue 빈센트블루 딩고하이,13444.0,399.0,1.0,2019. 10. 23.,"['블루', '센트', '고하', '다일', '천재', '라이터', '연락', '노래']"
51,51,8D Audio 라이브/이어폰서트 폴킴의 목소리+숨소리 하나하나까지 생생하게 들리는 8D 라이브 '허전해',311014.0,7000.0,55.0,2019. 10. 22.,"['소리', '라이브', '이어폰', '하나하나']"
52,52,팬들을 생각하며 잘 이겨낸 레이디스 코드의 따뜻한 팬송 'NEVER ENDING STORY' 세로라이브 4K I 딩고뮤직,30166.0,1000.0,3.0,2019. 10. 21.,"['레이', '라이브', '코드', '뮤직', '세로', '생각']"
53,53,8D Audio 라이브/이어폰서트 AKMU악동뮤지션 - 어떻게 이별까지 사랑하겠어 널 사랑하는 거지 4K | Earphonecert | dingomusic,2497214.0,80000.0,440.0,2019. 10. 19.,"['뮤지션', '악동', '라이브', '거지', '사랑', '이어폰', '이별']"
54,54,8D Audio 라이브/이어폰서트 나만을 위해 속삭이듯 노래 불러주는 오반의 감성 신곡 ‘전화를 할까봐’,89601.0,2000.0,35.0,2019. 10. 17.,"['오반', '감성', '라이브', '전화', '신곡', '노래', '이어폰']"
55,55,SURL 설 - 옥상에서 춤을BGM LIVE웹드라마 '라이크LIKE' OST딩고뮤직dingomusic,85155.0,1000.0,25.0,2019. 10. 10.,"['드라마', '옥상', '뮤직', '라이크']"
56,56,TEASER SURL 설 - 옥상에서 춤을BGM LIVE웹드라마 '라이크' OST딩고뮤직dingomusic,6456.0,151.0,5.0,2019. 10. 9.,"['드라마', '옥상', '뮤직', '라이크']"
57,57,8D Audio 라이브/이어폰서트 세상 소름돋는 라이브로 귀를 간지럽히는 이바다의 신곡 ’ㅎㅇ’,96805.0,2000.0,19.0,2019. 10. 8.,"['세상', '라이브', '소름', '신곡', '바다', '이어폰']"
58,58,8D Audio 라이브/이어폰서트 신개념 라이브 백지영이 귓가에 속삭이듯 노래 불러주는 것 같은 '우리가We',181172.0,3000.0,40.0,2019. 10. 7.,"['백지', '라이브', '귓가', '개념', '이어폰', '노래']"
59,59,용주YONGZOO - 그게 좋더라구 Cause it’s you | 설렘주의흔한 남사친의 담백한 고백송 | 세로라이브 | SERO LIVE | 딩고뮤직,14577.0,532.0,4.0,2019. 10. 2.,"['용주', '고백', '라이브', '뮤직', '사친', '세로', '주의']"
60,60,세븐틴 부승관의 유튜'부' 흑돼지 먹방 ASMR｜빙고트립 비하인드｜딩고뮤직,57596.0,7000.0,19.0,2019. 10. 2.,"['관의', '뮤직', '하인드', '빙고', '돼지', '트립']"
61,61,❤️씹덕 + 귀여움 + 잘생김 대파티 ❤️셉둥이들 모음zip | 6:20 세븐틴SEVENTEEN-독 one take ver |,299726.0,20000.0,64.0,2019. 10. 1.,"['파티', '모음']"
62,62,양팡X키썸이 부른 대환장의 ‘슈퍼스타’  왜 거기서 나와 LIVE 4K I 딩고뮤직,793499.0,20000.0,535.0,최초 공개: 2019. 9. 26.,"['뮤직', '스타', '슈퍼', '장의', '대환']"
63,63,다비치 이해리 Lee Hae Ri - 나만 아픈 일 Heartache세로라이브SERO LIVE딩고뮤직dingomusic,122437.0,2000.0,18.0,2019. 9. 26.,"['라이브', '뮤직', '다비', '이해리', '세로']"
64,64,양팡X키썸 환장의 콜라보 ,28637.0,658.0,44.0,2019. 9. 25.,"['환장', '콜라']"
65,65,멜로망스 김민석Kim MinSeok - 다 생각나서My Love세로라이브SERO LIVE딩고뮤직dingomusic,62611.0,821.0,15.0,2019. 9. 25.,"['로망스', '라이브', '뮤직', '세로', '생각']"
66,66,키썸이 발굴한 인재와 뭘 했을까나 ,18869.0,346.0,6.0,2019. 9. 23.,"['무엇', '인재', '발굴']"
67,67,자기만 부를 수 있는 노래 누워서 부른 갓창정 세로라이브 임창정 - 십삼월 IM CHANG JUNG - Never ending,196076.0,4000.0,59.0,2019. 9. 19.,"['창정', '라이브', '세로', '노래', '삼월']"
68,68,심장에 엄청난 무리가 오는 영상 5K SEVENTEEN세븐틴 - 독 : Fear | choreography | MOVE REC,919445.0,80000.0,145.0,2019. 9. 16.,"['심장', '영상', '무리']"
69,69,pH-1 치즈 운전실력에 동공지진  I 드라이브하며 듣기 좋은 CHEEZE & pH-1 - Blue Champagne I 블루샴페인 | 어디갈래 I dingomusic,76902.0,2000.0,14.0,2019. 9. 10.,"['블루', '동공', '운전', '샴페인', '치즈', '실력', '지진', '드라이브']"
70,70,치즈치원이 팬이면 이리온♀️♂️ | CHEEZE & pH-1-Blue Champagne 블루샴페인 LIVE | 깜짝음감회 | dingomusic | 딩고뮤직,62912.0,1000.0,12.0,2019. 9. 6.,"['블루', '뮤직', '음감', '샴페인', '치즈', '이리']"
72,72,CHEEZE치즈 pH-1 - Blue Champagne 블루샴페인세로라이브SERO LIVE딩고뮤직dingomusic,229879.0,4000.0,53.0,2019. 9. 4.,"['블루', '라이브', '뮤직', '샴페인', '치즈', '세로']"
73,73,에이핑크 하영이가 춤추는데 웃고 있던 이유는오하영 에이핑크 - Don`t Make Me Laugh음향사고딩고뮤직dingomusic,81803.0,3000.0,29.0,2019. 9. 3.,"['음향', '핑크', '뮤직', '사고', '이유', '에이']"
75,75,4K 역대급 끈적한 음향사고 찍어버린 CIX | MOVIE STAR ROLLER COASTER DANCE,311452.0,20000.0,86.0,2019. 9. 2.,"['음향', '사고', '역대']"
77,77,ENG아이돌 데뷔 과정 전격 대공개 다이어트메이크업쇼케이스Revealing OH HAYOUNG’s Solo Debut Story,403572.0,8000.0,81.0,2019. 8. 30.,"['과정', '전격', '다이어트', '메이크업', '쇼케이스', '데뷔', '공개', '아이']"
78,78,김동준 - 못 헤어져서 미안해Sorry I Can't세로라이브SERO LIVE딩고뮤직dingomusic,280423.0,5000.0,96.0,2019. 8. 28.,"['세로', '미안', '라이브', '뮤직']"
79,79,벤 BEN - 헤어져줘서 고마워Thank you for Goodbye세로라이브SERO LIVE딩고뮤직dingomusic,167567.0,3000.0,74.0,2019. 8. 27.,"['세로', '라이브', '뮤직']"
80,80,맨손으로  뜯어내다가 멘붕 온 신인 여아이돌의 현실 반응 | 밥 잘 사주는 딩고 | 로켓펀치 편,143273.0,4000.0,35.0,2019. 8. 27.,"['신인', '펀치', '반응', '현실', '로켓', '맨손', '사주', '아이']"
81,81,닐로Nilo - 벗 He'story세로라이브SERO LIVE딩고뮤직dingomusic,338107.0,3000.0,285.0,2019. 8. 26.,"['세로', '라이브', '뮤직']"
82,82,역대급 멘붕쑈 펼치고 간 권현빈 VIINI 도깨비방망이 라이브 엉망진창 제작소 : LIVE,75550.0,9000.0,37.0,2019. 8. 23.,"['라이브', '도깨비', '진창', '엉망', '제작소', '방망이', '역대']"
83,83,신인걸그룹 촬영장에 귀신이 나타났다 | 음향사고 | 로켓펀치 Rocket Punch - 빔밤붐 BIM BAM BUM,277655.0,10000.0,120.0,2019. 8. 21.,"['음향', '신인', '펀치', '그룹', '로켓', '사고', '촬영장', '귀신']"
84,84,위너 소슴이 김진우가 딩고에 또또또  | 집터뷰ZIPTERVIEW | 진우 | WINNER | 딩고뮤직,68755.0,6000.0,10.0,2019. 8. 19.,['뮤직']
85,85,게임돌에게 요리를 시키면 안되는 이유 | 밥 잘 사주는 딩고 | 온앤오프 편,51543.0,829.0,9.0,2019. 8. 16.,"['요리', '오프', '게임', '이유', '사주']"
86,86,호우god 손호영&김태우 HoooW - 친구는 이제 끝내기로 해세로라이브SERO LIVE딩고뮤직dingomusic,27840.0,1000.0,20.0,2019. 8. 16.,"['친구', '라이브', '뮤직', '호우', '세로']"
87,87,에이틴 걔 신곡 OST 냈대세잘지2 OST원래이래 - 소수빈Soo Bin SoLyric live videodingotunes,8644.0,373.0,6.0,2019. 8. 16.,"['원래', '에이', '신곡', '이래']"
88,88,베드씬 있는 위너와 함께한 100초로 듣는 김진우 with WINNER | 신곡 ‘또또또’ 라이브 최초 공개 4K 딩고뮤직,233095.0,30000.0,73.0,2019. 8. 14.,"['최초', '베드', '라이브', '뮤직', '신곡', '공개']"
89,89,딩고가 본업 마치고 퇴근하는 뽀시래기 들튀함feat청량돌 | 온앤오프 |,11301.0,503.0,4.0,2019. 8. 14.,"['본업', '청량', '오프', '퇴근']"
90,90,청춘물 웹드에서 들어봤던 그 곡 세잘지2 OST원래 이래 - 소수빈Soo Bin SoLyric video teaserdingotunes,6493.0,175.0,2.0,2019. 8. 13.,"['청춘', '이래', '원래']"
91,91,JBJ95 딩고 촬영장에 갑자기 사이렌이 울린 사연은 음향사고 JBJ95 - 불꽃처럼dingo music,45663.0,3000.0,13.0,2019. 8. 12.,"['음향', '사연', '사고', '촬영장', '사이렌', '불꽃']"
92,92,춤추다 음향사고 나서 단체로 멘탈 털려버린 오마이걸 | BUNGEE | ROLLER COASTER DANCEVER,520872.0,10000.0,102.0,2019. 8. 9.,"['단체', '음향', '사고', '마이']"
93,93,ENG SUB 팔로우 소미 FOLLOW SOMI 통합본 | 전소미SOMI의 먹방+여행+브이로그+리얼 라이프 | 리얼리티REALITY | dingo music,108612.0,5000.0,49.0,2019. 7. 30.,"['브이', '라이프', '통합', '전소', '팔로', '리얼', '로그', '여행', '소미', '리얼리티']"
94,94,ENG SUB대환장 파티 열고 간 저세상 ASMR 먹방 | 밥 잘 사주는 딩고_ 스트레이키즈 편 | Stray Kids | ASMR mukbang,507117.0,50000.0,85.0,2019. 7. 27.,"['환장', '열고', '레이', '저세상', '파티', '키즈', '사주']"
95,95,ENG SUB딩고한테 속아서 고깃집 알바하고 간 아이돌 | 스트레이키즈 편 | 밥잘사주는딩고 EP_1 | Stray Kids | 먹방 | mukbang,243027.0,20000.0,72.0,2019. 7. 21.,"['레이', '고한', '사주', '알바', '키즈', '아이']"
96,96,ENG SUB 방송에 나온적 없는 JMT 맛집 뿌시고 옴feat스트레이키즈 | 밥 잘 사주는 딩고 예고 | 먹방 | mukbang | Stray Kids,75352.0,10000.0,20.0,2019. 7. 19.,"['레이', '예고', '방송', '키즈', '사주']"
97,97,ENG SUB여자아이들의 비글파티에 당신을 초대합니다 슈화 메인랩퍼로 포지션 변경 수진 다리 길이 3미터 설  | 딩고뮤직 | 딩톡방 | GI-DLE,427182.0,10000.0,76.0,2019. 7. 9.,"['메인', '초대', '변경', '여자', '길이', '뮤직', '수진', '파티', '포지션', '다리', '비글', '아이']"
98,98,ENG SUB AB6IX가 몰래 찾아온 손님 때문에 놀라 나자빠진 이유｜AB6IX 의리게임｜ep6,646078.0,20000.0,389.0,2019. 7. 9.,"['의리', '게임', '손님', '이유']"
99,99,ENG SUB 전소미가 티비보다가 운 사연은 소미의 못다한 이야기FOLLOW SOMI 마지막회 | FRIENDS | SOMI REALITY l dingo music,547598.0,8000.0,628.0,최초 공개: 2019. 7. 8.,"['티비', '사연', '전소', '이야기', '미가', '마지막', '소미']"
100,100,ENG SUB 여자친구 멤버들 촬영 중 너무 웃겨서 울어버렸다ㅋㅋ | 마피아댄스 | GFRIEND - FEVER | MAFIA DANCE,2179841.0,60000.0,794.0,2019. 7. 8.,"['멤버', '촬영', '마피아', '친구', '댄스', '여자']"
101,101,예고 Teaser 여자친구 GFRIEND - 마피아댄스 MAFIA DANCE,76251.0,6000.0,20.0,2019. 7. 7.,"['마피아', '친구', '여자', '예고', '댄스']"
102,102,RoomShaker_cover |  에일리 댄스 커버 챌린지 | Ailee | RoomShaker | cover dance challenge,37308.0,1000.0,10.0,2019. 7. 4.,"['일리', '챌린지', '커버', '댄스']"
103,103,에일리 AILEE - Room Shaker | Performance video 8K | MOVE REC,595974.0,30000.0,166.0,2019. 7. 2.,[]
104,104,ENG SUB 소미가 딩고 촬영을 거부한 이유는소미의 나홀로여행 편 여행 브이로그 | FOLLOW SOMI | SOMI_TRAVEL | dingo music,852002.0,10000.0,1000.0,최초 공개: 2019. 7. 1.,"['브이', '촬영', '거부', '미가', '로그', '여행', '이유', '소미']"
105,105,청하가 게다리 춤을 춘 사연은 / 음향사고 청하 CHUNG HA - Snapping / 4K,3614016.0,130000.0,850.0,2019. 6. 30.,"['음향', '사연', '게다리', '청하', '사고']"
106,106,민수&서사무엘-티내볼게Prod RaDVisual LIVE film딩고뮤직dingotunes,45840.0,882.0,105.0,2019. 6. 30.,"['사무엘', '민수', '뮤직']"
107,107,이슬라이브  에일리 - 히트곡 메들리 Best Songs Of Ailee | 마 이게 무반주 라이브다 술집에서 콘서트하는 에일리 | Tipsy Live | 딩고뮤직,982029.0,20000.0,160.0,2019. 6. 29.,"['무반주', '이슬', '히트곡', '메들리', '라이브', '뮤직', '술집', '일리', '콘서트']"
108,108,teaser 민수&서사무엘-티내볼게Prod RaDVisual LIVE film딩고뮤직dingotunes,10355.0,221.0,8.0,2019. 6. 29.,"['사무엘', '민수', '뮤직']"
109,109,세로댄스 | SERO DANCE 일반인들의 아이돌 메들리 | 트와이스 블랙핑크 위너 ITZY 은하&라비 | K-POP IDOL CHOREOGRAPHY,58424.0,914.0,30.0,2019. 6. 29.,"['라비', '핑크', '메들리', '일반인', '블랙', '은하', '세로', '댄스', '아이']"
110,110,ENG SUB게임하다가 손절할 것 같은 예능돌의 역대급 현웃 모먼트 |AB6IX 의리게임| ep5,1440801.0,30000.0,807.0,2019. 6. 28.,"['의리', '예능', '역대', '게임']"
112,112,청하 CHUNG HA - Snapping | Performance video 5K | MOVE REC,1790598.0,90000.0,484.0,2019. 6. 25.,['청하']
113,113,ENG SUB 전소미가 10kg을 죽기 살기로 뺀 이유는 소미의 일상+먹방+브이로그 대방출 | FOLLOW SOMI | SOMI_DAILY | dingo music,1230449.0,10000.0,969.0,2019. 6. 24.,"['브이', '전소', '죽기', '방출', '미가', '일상', '이유', '소미']"
114,114,ENG SUB 막장실화 그것이 알고 싶다/ 용의자 박씨의 행적 | AB6IX의리게임 | ep4,609657.0,10000.0,382.0,2019. 6. 21.,"['게임', '실화', '의리', '행적', '용의자', '막장']"
115,115,장혜진 윤민수바이브 - 술이 문제야Drunk On Love세로라이브SERO LIVE딩고뮤직dingomusic,3785225.0,30000.0,1000.0,2019. 6. 21.,"['민수', '문제', '라이브', '뮤직', '세로', '이브']"
116,116,예고 차트 1위 씹어먹고 있는 갓띵곡 세로라이브 온다♥ 술이 문제야장혜진윤민수딩고뮤직,28334.0,315.0,5.0,2019. 6. 20.,"['민수', '라이브', '뮤직', '차트', '예고', '제야', '세로']"
117,117,ENG SUB 세븐틴 부승관 제주도에서 딩고때문에 어금니 꺅 깨문 사연은feat주먹울음빙고트립하딩고뮤직,212282.0,10000.0,38.0,2019. 6. 20.,"['주먹', '사연', '뮤직', '빙고', '어금니', '트립', '울음']"
118,118,Hot Debut 온리원오브의 감성 충만 발라드 라이브｜세로라이브｜온리원오브 OnlyOneOf 타임리프 timeleap 아이돌 live,19212.0,1000.0,7.0,2019. 6. 20.,"['감성', '라이브', '발라드', '리프', '타임', '오브', '충만', '세로', '아이']"
119,119,ENG SUB  3년 만에 드디어 데뷔한 전소미 에게 무슨 일이 | FOLLOW SOMI | BIRTHDAY | dingo music,1256304.0,,,최초 공개: 2019. 6. 17.,"['데뷔', '전소']"
120,120,야경보며 듣기 좋은 어반자카파 신곡 | 세로라이브 | 어반자카파 - 서울 밤 feat 빈지노,188479.0,2000.0,39.0,2019. 6. 15.,"['반자', '빈지', '카파', '라이브', '신곡', '세로', '서울', '야경']"
121,121,ENG SUB여자교복 입고 비주얼 만렙찍은 키183 교복남의 하루 | AB6IX의리게임 | ep3,657768.0,10000.0,581.0,2019. 6. 14.,"['남의', '교복', '비주얼', '게임', '하루', '의리', '여자']"
122,122,ENG SUB ★전소미 첫 단독 리얼리티★ 소미의 먹방+쿡방+댄스+브이로그 대방출FOLLOW SOMI 팔로우 소미 | teaser 1 | BIRTHDAY,248337.0,10000.0,139.0,2019. 6. 13.,"['브이', '전소', '팔로', '방출', '단독', '소미', '댄스', '리얼리티']"
123,123,ENG SUB 세븐틴 부승관 고향 제주도에서 우당탕탕 하루를 보낸 여행기 빙고트립상딩고뮤직,349984.0,20000.0,53.0,2019. 6. 13.,"['고향', '여행기', '뮤직', '하루', '빙고', '트립']"
