,token,view,count,view_count
1044,키드,29519.0,1,29519.0
1045,키보드,213707.0,1,213707.0
1046,키스,300423.0,1,300423.0
1047,키즈,16937102.0,23,736395.7391304348
1048,킹스턴,194095.0,1,194095.0
1049,타이거,28925.0,1,28925.0
1050,타이핑,213707.0,1,213707.0
1051,타임,19212.0,1,19212.0
1052,타자,213707.0,1,213707.0
1053,탈거,369897.0,1,369897.0
1054,탈것,161373.0,1,161373.0
1055,탑승,14625.0,1,14625.0
1056,태양,631627.0,2,315813.5
1057,태일,2169584.0,2,1084792.0
1058,택스,133274.0,1,133274.0
1059,택시,915724.0,2,457862.0
1060,터널,980048.0,7,140006.85714285713
1061,털이,430250.0,14,30732.14285714286
1062,테이크,3047086.0,3,1015695.3333333334
1063,텐션,1763840.0,8,220480.0
1064,통합,446512.0,2,223256.0
1065,통화,102615.0,2,51307.5
1066,퇴근,11301.0,1,11301.0
1067,투비,11286375.0,8,1410796.875
1068,트리플,959629.0,1,959629.0
1069,트립,1215276.0,10,121527.6
1070,특별,1111273.0,3,370424.3333333333
1071,특집,30238.0,2,15119.0
1072,티비,547598.0,1,547598.0
1073,팀워크,878374.0,1,878374.0
1074,파워,179393.0,2,89696.5
1075,파이,2238659.0,1,2238659.0
1076,파이브,2163500.0,1,2163500.0
1077,파티,3688213.0,10,368821.3
1078,판타스틱,10945.0,1,10945.0
1079,팔로,579575.0,5,115915.0
1080,팬시,1002274.0,1,1002274.0
1081,퍼포먼스,66563.0,2,33281.5
1082,펀치,4417939.0,8,552242.375
1083,페스티벌,121380.0,8,15172.5
1084,펜타곤,3209354.0,2,1604677.0
1085,펠트,391856.0,3,130618.66666666667
1086,편곡,533643.0,1,533643.0
1087,편의점,72562.0,1,72562.0
1088,편지,202546.0,2,101273.0
1089,편집,59861.0,1,59861.0
1090,평화,90642.0,2,45321.0
1091,포박,3725188.0,1,3725188.0
1092,포지션,427182.0,1,427182.0
1093,포착,25775.0,1,25775.0
1094,포커스,149829.0,2,74914.5
1095,폭로,1303248.0,1,1303248.0
1096,폭발,3234608.0,6,539101.3333333334
1097,폭탄,10665.0,1,10665.0
1098,폭풍,102687.0,1,102687.0
1099,폴라로,11256.0,1,11256.0
1100,푸스,6774352.0,2,3387176.0
1101,풋사과,30891.0,1,30891.0
1102,프로,1907565.0,3,635855.0
1103,프로듀서,40616.0,1,40616.0
1104,프로젝트,174126.0,5,34825.2
1105,프리,745266.0,3,248422.0
1106,프릴,730293.0,1,730293.0
1107,플라이,60153.0,1,60153.0
1108,플라잉,231969.0,4,57992.25
1109,플러그,174126.0,5,34825.2
1110,플레이,1767866.0,15,117857.73333333334
1111,플레이스,7867.0,1,7867.0
1112,피아노,13081.0,1,13081.0
1113,피의,63653.0,1,63653.0
1114,피터팬,250390.0,2,125195.0
1115,피해자,79977.0,1,79977.0
1116,필요,47886.0,1,47886.0
1117,핑크,12763585.0,14,911684.6428571428
1118,하나하나,311014.0,1,311014.0
1119,하늘,2937779.0,3,979259.6666666666
1120,하니,51267.0,1,51267.0
1121,하드,430250.0,14,30732.14285714286
1122,하루,5913585.0,8,739198.125
1123,하면서,40764.0,1,40764.0
1124,하상,1769473.0,8,221184.125
1125,하와,1701306.0,3,567102.0
1126,하우스,34335.0,2,17167.5
1127,하이,5717215.0,4,1429303.75
1128,하이라이트,1596661.0,4,399165.25
1129,하인드,897888.0,11,81626.18181818182
1130,하자,799477.0,1,799477.0
1131,하트,152656.0,1,152656.0
1132,학교,1744693.0,2,872346.5
1133,한국,46351.0,1,46351.0
1134,한마디,47886.0,1,47886.0
1135,한번,33543.0,1,33543.0
1136,한복판,39850.0,2,19925.0
1137,한숨,981977.0,2,490988.5
1138,한잔,4062.0,1,4062.0
1139,한참,53037.0,1,53037.0
1140,합격,715762.0,2,357881.0
1141,해상,476952.0,1,476952.0
1142,해적,882242.0,2,441121.0
1143,해진,90147.0,1,90147.0
1144,해킹,696129.0,1,696129.0
1145,해피,30683.0,1,30683.0
1146,행복,5693423.0,2,2846711.5
1147,행사,162956.0,1,162956.0
1148,행적,609657.0,1,609657.0
1149,향기,24174.0,1,24174.0
1150,향수,1146268.0,1,1146268.0
1151,허영,94693.0,1,94693.0
1152,허파,29957.0,1,29957.0
1153,현경,86487.0,1,86487.0
1154,현상,80450.0,2,40225.0
1155,현실,226375.0,2,113187.5
1156,현우,22966.0,1,22966.0
1157,현장,911259.0,10,91125.9
1158,협정,10665.0,1,10665.0
1159,형식,3258467.0,1,3258467.0
1160,호우,27840.0,1,27840.0
1161,혼자,646135.0,2,323067.5
1162,화려,28315.0,1,28315.0
1163,화사,1349819.0,1,1349819.0
1164,화이트,279622.0,2,139811.0
1165,환장,2440140.0,5,488028.0
1166,환희,108076.0,2,54038.0
1167,황금,21425.0,1,21425.0
1168,황아,364793.0,1,364793.0
1169,회식,10904586.0,11,991326.0
1170,효성,36783.0,2,18391.5
1171,후기,81650.0,1,81650.0
1172,후예,631627.0,2,315813.5
1173,후지,5912.0,1,5912.0
1174,휴게,115051.0,1,115051.0
1175,휴대폰,696129.0,1,696129.0
1176,희준,34502.0,1,34502.0
1177,히치,18572.0,1,18572.0
1178,히트곡,2204699.0,5,440939.8
1179,힐링,676369.0,3,225456.33333333334
1180,힙합,396799.0,1,396799.0
