,Unnamed: 0,title,view,like,unlike,date,token
496,496,구라래쇼 일본여행 갔을 때 쇼핑꿀팁 - 1-1화 short ver,35103.0,174.0,3.0,2016. 3. 14.,"['일본', '쇼핑', '구라', '여행']"
497,497,노래방어택 노래방에 갑자기 좋아하는 가수가 들어온다면 4 거미,1190397.0,2000.0,128.0,2016. 3. 12.,"['노래방', '거미', '어택', '가수']"
498,498,남자의 인생템 화이트데이 남자들이 챙겨야 할 사탕보다 중요한 이 것,4409.0,7.0,1.0,2016. 3. 12.,"['인생', '중요', '화이트', '사탕', '데이', '남자']"
499,499,남자의 인생템 예고3 - 그녀는 예뻤다 속 똘기자 최시원의 실제 모델은 누구,4326.0,7.0,1.0,2016. 3. 9.,"['인생', '똘기', '모델', '원의', '예고', '남자', '실제']"
500,500,남자의 인생템 1화 - 오빠 차 뽑았다♬ 그 당시 오빠들의 드림카는,232295.0,406.0,35.0,2016. 3. 9.,"['인생', '드림', '오빠', '당시', '남자']"
501,501,남자의 인생템 예고1 - 길을 가다 옷에 커피를 흘렸을 때 꿀팁,11927.0,13.0,2.0,2016. 3. 9.,"['인생', '예고', '커피', '남자']"
502,502,남자의 인생템 예고2 - 20세기 부자 이상민은 어떻게 21세기 빚쟁이가 되었나,12234.0,13.0,1.0,2016. 3. 9.,"['인생', '세기', '빚쟁이', '부자', '이상', '예고', '남자']"
503,503,PFW 파리 패션위크를 준비하는 아아린 옷장과 숙소 공개,9761.0,45.0,2.0,2016. 3. 8.,"['파리', '아린', '옷장', '공개', '준비', '위크', '숙소', '패션']"
504,504,스타일101 항공점퍼 뽕뽑는 5가지 스타일링 소개,346813.0,952.0,205.0,2016. 3. 8.,"['항공', '스타일링', '소개', '스타일', '점퍼']"
505,505,PFW 프랑스인들아 신인모델 '홍지수'를 부르는 방법 ㅋㅋ,33078.0,112.0,28.0,2016. 3. 8.,"['모델', '프랑스인', '지수', '신인', '방법']"
506,506,PFW 발망쇼 경호원 철통보안도 뚫은 아이린의 딩고캠,18222.0,60.0,2.0,2016. 3. 8.,"['철통', '경호원', '보안']"
507,507,PFW 파리패션위크는 딩고스튜디오에서_모델 홍지수,1793.0,7.0,1.0,2016. 3. 8.,"['파리', '모델', '위크', '스튜디오', '지수', '패션']"
508,508,PFW 파리패션위크에서 무려 16개의 초대장을 받은 아이린 초대장 직접 공개,33966.0,181.0,3.0,2016. 3. 8.,"['직접', '초대장', '파리', '공개', '위크', '패션']"
509,509,PFW 프랑스에서도 잘나가는 셀럽 아이린의 일터 환경,10173.0,25.0,1.0,2016. 3. 8.,"['일터', '프랑스', '환경']"
510,510,여행DJ 내생애 한번쯤 프랑스,1545.0,10.0,0.0,2016. 3. 6.,"['한번쯤', '생애', '프랑스', '여행']"
511,511,패션필름 2016 S/S JKOO Style Film,3518.0,12.0,2.0,2016. 3. 6.,"['필름', '패션']"
512,512,뷰티101 걸그룹 같은 알록달록 레인보우 헤어 만들기,2168.0,18.0,0.0,2016. 2. 22.,"['그룹', '뷰티', '보우', '레인']"
513,513,스타일101 다이어트 파이터 - 누가 더 날씬해 보이는가 diet fighter,201830.0,461.0,45.0,2016. 2. 17.,"['스타일', '다이어트', '파이터']"
514,514,뷰티101 러블리 하트헤어,3190.0,69.0,0.0,2016. 2. 16.,"['헤어', '뷰티', '하트']"
515,515,노래방어택  노래방에 갑자기 좋아하는 가수가 들어온다면 3 이수,2302910.0,6000.0,311.0,2016. 2. 13.,"['노래방', '어택', '이수', '가수']"
516,516,노래방어택 노래방에 갑자기 좋아하는 가수가 들어온다면 2 백지영,1449744.0,4000.0,194.0,2016. 2. 5.,"['노래방', '어택', '가수', '백지']"
517,517,스타일101 수트는 항상 옳다 올겨울에도 내 남친 몸에 수트 박제,78125.0,206.0,9.0,2016. 1. 29.,"['남친', '박제', '올겨울', '수트', '스타일']"
518,518,뷰티인사이드 이번에 같이 캠핑 데이트한 남친은 with 변우석 5,113708.0,485.0,14.0,2016. 1. 13.,"['캠핑', '인사이드', '남친', '이번', '뷰티', '데이트']"
519,519,뷰티인사이드 커플운동 할때는 이렇게 메이크업하자 with 강희 3,39821.0,129.0,6.0,2016. 1. 10.,"['인사이드', '뷰티', '운동', '커플', '메이크업']"
